rank,fg_id,roto_points,name,PA,HR,R,RBI,SB,IP,W,SV,K,AVG,ERA,WHIP,role,hindsight_$,drafted_$,team,current_$,contract,bargain
443,30107,2.671942665723588,Christian Scott,0.0,0.0,0.0,0.0,0.0,112.1,4.0,0.0,134.0,,3.6931311329170384,1.2845673505798394,PIT,0.0,,Spehr's Army,10.0,2,-10.0
444,21538,2.6611379506869395,Nick Fortes,336.0,5.0,35.0,36.0,0.0,0.0,0.0,0.0,0.0,0.2647058823529412,,,HIT,0.0,,,,,
445,21746,2.652070054660157,José Fermín,339.0,6.0,30.0,36.0,8.0,0.0,0.0,0.0,0.0,0.24262295081967214,,,HIT,0.0,,,,,
446,19960,2.641837434571331,Taylor Trammell,275.0,10.0,37.0,31.0,5.0,0.0,0.0,0.0,0.0,0.22764227642276422,,,HIT,0.0,,,,,
447,35061,2.632283395290662,Ryan Waldschmidt,268.0,3.0,33.0,23.0,8.0,0.0,0.0,0.0,0.0,0.27385892116182575,,,HIT,0.0,,,,,
448,16472,2.629817404764565,Rhys Hoskins,401.0,17.0,43.0,49.0,1.0,0.0,0.0,0.0,0.0,0.18888888888888888,,,HIT,0.0,,,,,
449,31695,2.6236858780825845,Dylan Beavers,342.0,5.0,38.0,32.0,8.0,0.0,0.0,0.0,0.0,0.238562091503268,,,HIT,0.0,,,,,
450,26252,2.6179552215390105,Erik Miller,0.0,0.0,0.0,0.0,0.0,52.0,3.0,4.0,71.0,,2.9423076923076925,1.4038461538461537,PIT,0.0,,,,,
451,22239,2.615455928768844,Jeremiah Jackson,283.0,8.0,29.0,45.0,3.0,0.0,0.0,0.0,0.0,0.23255813953488372,,,HIT,0.0,,,,,
452,18036,2.611291144594812,Jake Cronenworth,408.0,6.0,45.0,32.0,9.0,0.0,0.0,0.0,0.0,0.22465753424657534,,,HIT,0.0,,,,,
453,16376,2.57852770735474,Michael Conforto,294.0,12.0,34.0,36.0,1.0,0.0,0.0,0.0,0.0,0.22727272727272727,,,HIT,0.0,,,,,
454,19924,2.5771732796441884,Bryan Hudson,0.0,0.0,0.0,0.0,0.0,66.2,4.0,5.0,63.0,,3.534743202416918,1.3141993957703928,PIT,0.0,,,,,
455,13675,2.5506157546421457,Tyrone Taylor,225.0,11.0,29.0,34.0,1.0,0.0,0.0,0.0,0.0,0.24019607843137256,,,HIT,0.0,,,,,
456,15042,2.5481723526587374,Tim Mayza,0.0,0.0,0.0,0.0,0.0,69.1,4.0,0.0,67.0,,3.6468885672937774,1.1287988422575979,PIT,0.0,,,,,
457,33908,2.5421790051033186,José Fermin,0.0,0.0,0.0,0.0,0.0,56.1,5.0,2.0,66.0,,3.5294117647058822,1.3012477718360071,PIT,0.0,,,,,
458,15518,2.513574197765507,Amed Rosario,249.0,11.0,29.0,35.0,2.0,0.0,0.0,0.0,0.0,0.2324561403508772,,,HIT,0.0,,,,,
459,21797,2.5020830172245856,Andrés Chaparro,191.0,9.0,29.0,39.0,0.0,0.0,0.0,0.0,0.0,0.23837209302325582,,,HIT,0.0,,,,,
460,31972,2.493638378301572,Brad Lord,0.0,0.0,0.0,0.0,0.0,77.2,6.0,1.0,69.0,,3.9637305699481864,1.2046632124352332,PIT,0.0,,,,,
461,33575,2.474190897331505,Colt Emerson,395.0,11.0,42.0,40.0,5.0,0.0,0.0,0.0,0.0,0.20448179271708683,,,HIT,0.0,,NPB No Stars,10.0,2,-10.0
462,24017,2.470619613335507,José A. Ferrer,0.0,0.0,0.0,0.0,0.0,66.0,5.0,4.0,57.0,,3.5454545454545454,1.3333333333333333,PIT,0.0,,,,,
463,11442,2.459944654800698,Gary Sánchez,249.0,11.0,36.0,34.0,0.0,1.0,0.0,0.0,0.0,0.22321428571428573,0.0,2.0,TWO,0.0,,,,,
464,31764,2.451827454352483,AJ Blubaugh,0.0,0.0,0.0,0.0,0.0,86.1,5.0,1.0,88.0,,3.7630662020905925,1.2659698025551684,PIT,0.0,,,,,
465,19222,2.4413904519245615,Lake Bachar,0.0,0.0,0.0,0.0,0.0,75.2,2.0,2.0,81.0,,3.829787234042553,1.1170212765957446,PIT,0.0,,,,,
466,33197,2.4227007927232056,Ben Williamson,285.0,3.0,33.0,28.0,8.0,5.0,0.0,0.0,0.0,0.25,3.6,1.2,TWO,0.0,,,,,
467,23691,2.421877596355422,José Tena,308.0,6.0,38.0,28.0,5.0,0.0,0.0,0.0,0.0,0.23843416370106763,,,HIT,0.0,,,,,
468,23335,2.4187015384146116,Joey Cantillo,0.0,0.0,0.0,0.0,0.0,157.2,10.0,0.0,173.0,,3.9503816793893134,1.4440203562340967,PIT,0.0,,,,,
469,16505,2.415733717661482,Matt Chapman,352.0,7.0,35.0,42.0,0.0,0.0,0.0,0.0,0.0,0.234375,,,HIT,0.0,13.0,,,,
470,22184,2.412272736283457,Mark Vientos,295.0,13.0,29.0,41.0,0.0,0.0,0.0,0.0,0.0,0.21641791044776118,,,HIT,0.0,,,,,
471,33891,2.4018533922227885,Zac Thornton,0.0,0.0,0.0,0.0,0.0,70.1,5.0,0.0,51.0,,3.466476462196862,1.1982881597717547,PIT,0.0,,Producers,10.0,2,-10.0
472,14968,2.375311180920346,Victor Caratini,406.0,9.0,32.0,46.0,0.0,0.0,0.0,0.0,0.0,0.226775956284153,,,HIT,0.0,,,,,
473,16061,2.3740364213172755,Cam Booser,0.0,0.0,0.0,0.0,0.0,41.0,1.0,0.0,51.0,,2.8536585365853657,0.975609756097561,PIT,0.0,,,,,
474,17295,2.3568587433338526,Framber Valdez,0.0,0.0,0.0,0.0,0.0,177.1,10.0,0.0,145.0,,4.065499717673631,1.3382269904009034,PIT,0.0,22.0,,,,
475,28820,2.3404379219866267,Moisés Ballesteros,332.0,9.0,29.0,40.0,1.0,0.0,0.0,0.0,0.0,0.23102310231023102,,,HIT,0.0,,,,,
476,16400,2.3403962449113402,Reynaldo López,0.0,0.0,0.0,0.0,0.0,99.2,6.0,0.0,94.0,,3.719758064516129,1.310483870967742,PIT,0.0,,,,,
477,12828,2.3390785701256465,Andrew Kittredge,0.0,0.0,0.0,0.0,0.0,51.1,2.0,9.0,45.0,,3.698630136986301,1.3111545988258317,PIT,0.0,,,,,
478,18297,2.3381409452697444,Tyler Kinley,0.0,0.0,0.0,0.0,0.0,57.0,7.0,1.0,58.0,,4.105263157894737,1.263157894736842,PIT,0.0,,,,,
479,21693,2.3298487263263756,Miguel Amaya,273.0,6.0,38.0,31.0,0.0,0.0,0.0,0.0,0.0,0.24390243902439024,,,HIT,0.0,,,,,
480,12979,2.3277569026250946,Javier Báez,232.0,4.0,31.0,27.0,3.0,0.0,0.0,0.0,0.0,0.2651162790697674,,,HIT,0.0,,,,,
481,30182,2.3260907662013555,Will Warren,0.0,0.0,0.0,0.0,0.0,157.0,10.0,0.0,157.0,,4.24203821656051,1.3503184713375795,PIT,0.0,,,,,
482,22532,2.3207669435469236,Tyler Freeman,326.0,3.0,33.0,26.0,7.0,0.0,0.0,0.0,0.0,0.25084745762711863,,,HIT,0.0,,,,,
483,23499,2.314856332682818,Keaton Winn,0.0,0.0,0.0,0.0,0.0,56.2,3.0,2.0,47.0,,3.202846975088968,1.2099644128113878,PIT,0.0,,,,,
484,25479,2.309057534227925,Brenton Doyle,233.0,5.0,35.0,14.0,15.0,0.0,0.0,0.0,0.0,0.22429906542056074,,,HIT,0.0,,,,,
485,17620,2.306545587091658,Myles Straw,298.0,4.0,43.0,24.0,9.0,3.0,0.0,0.0,0.0,0.2222222222222222,0.0,2.0,TWO,0.0,,,,,
486,30080,2.3064871607543664,Hao-Yu Lee,241.0,7.0,22.0,32.0,2.0,0.0,0.0,0.0,0.0,0.2602739726027397,,,HIT,0.0,,,,,
487,19197,2.2993512196661947,Will Smith,263.0,8.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0.2457627118644068,,,HIT,0.0,8.0,,,,
488,19314,2.2734291139064693,Donovan Walton,225.0,4.0,32.0,24.0,2.0,0.0,0.0,0.0,0.0,0.270935960591133,,,HIT,0.0,,,,,
489,25807,2.2731584674715952,Jared Triolo,332.0,2.0,30.0,27.0,11.0,0.0,0.0,0.0,0.0,0.2425249169435216,,,HIT,0.0,,,,,
490,25867,2.2663362412465826,Ryan Kreidler,264.0,6.0,32.0,31.0,5.0,0.0,0.0,0.0,0.0,0.23109243697478993,,,HIT,0.0,,,,,
491,11861,2.262752734209407,Jason Adam,0.0,0.0,0.0,0.0,0.0,43.1,3.0,2.0,32.0,,2.9234338747099766,1.1832946635730859,PIT,0.0,,,,,
492,15878,2.251557168332805,Miguel Andujar,297.0,6.0,28.0,27.0,2.0,0.0,0.0,0.0,0.0,0.25830258302583026,,,HIT,0.0,,,,,
493,21614,2.2385448293449963,Kyle Isbel,328.0,6.0,32.0,26.0,8.0,0.0,0.0,0.0,0.0,0.23232323232323232,,,HIT,0.0,,,,,
494,20387,2.231242428436223,Anthony Kay,0.0,0.0,0.0,0.0,0.0,154.0,11.0,0.0,126.0,,4.14935064935065,1.3571428571428572,PIT,0.0,,,,,
495,33225,2.223852498484172,Jacob Gonzalez,257.0,7.0,25.0,38.0,2.0,0.0,0.0,0.0,0.0,0.23504273504273504,,,HIT,0.0,,,,,
496,29218,2.2213617246945274,Pedro Ramírez,186.0,3.0,24.0,22.0,7.0,0.0,0.0,0.0,0.0,0.27647058823529413,,,HIT,0.0,,,,,
497,20160,2.2209131445436614,Nate Pearson,0.0,0.0,0.0,0.0,0.0,42.2,3.0,6.0,37.0,,3.4123222748815163,1.3270142180094786,PIT,0.0,,,,,
498,22274,2.220580743799795,Samad Taylor,155.0,2.0,21.0,16.0,9.0,0.0,0.0,0.0,0.0,0.30714285714285716,,,HIT,0.0,,,,,
499,26548,2.219062641819138,Luisangel Acuña,248.0,1.0,27.0,16.0,19.0,2.0,0.0,0.0,0.0,0.2422907488986784,4.5,1.5,TWO,0.0,,,,,
500,24995,2.21863950372324,Evan Sisk,0.0,0.0,0.0,0.0,0.0,54.0,2.0,0.0,62.0,,2.8333333333333335,1.2407407407407407,PIT,0.0,,,,,
501,22210,2.209110948145759,Jeremiah Estrada,0.0,0.0,0.0,0.0,0.0,42.1,3.0,1.0,55.0,,3.4204275534441804,1.1638954869358669,PIT,0.0,,,,,
502,26468,2.173416937045762,Victor Bericoto,221.0,8.0,23.0,27.0,2.0,0.0,0.0,0.0,0.0,0.25365853658536586,,,HIT,0.0,,,,,
503,17022,2.1456249123684143,Edmundo Sosa,260.0,7.0,26.0,36.0,4.0,0.0,0.0,0.0,0.0,0.22362869198312235,,,HIT,0.0,,,,,
504,23165,2.129696262419057,Steven Cruz,0.0,0.0,0.0,0.0,0.0,60.1,3.0,8.0,67.0,,4.492512479201331,1.264559068219634,PIT,0.0,,,,,
505,22581,2.125487432577181,Alejandro Kirk,270.0,7.0,19.0,31.0,0.0,0.0,0.0,0.0,0.0,0.26337448559670784,,,HIT,0.0,,,,,
506,30074,2.1172029767804315,Chase Silseth,0.0,0.0,0.0,0.0,0.0,59.1,4.0,0.0,68.0,,2.8934010152284264,1.4213197969543148,PIT,0.0,,,,,
507,12564,2.1140194074860768,Trevor Story,269.0,6.0,27.0,31.0,7.0,0.0,0.0,0.0,0.0,0.22357723577235772,,,HIT,0.0,15.0,All-Stars,15.0,2,-15.0
508,23813,2.1067440415514946,Brandon Valenzuela,302.0,10.0,30.0,30.0,1.0,0.0,0.0,0.0,0.0,0.22627737226277372,,,HIT,0.0,,,,,
509,20997,2.0801687073675525,Eduard Bazardo,0.0,0.0,0.0,0.0,0.0,68.0,4.0,0.0,67.0,,3.4411764705882355,1.2794117647058822,PIT,0.0,,,,,
510,21464,2.0684986117381365,Bryan Torres,214.0,5.0,25.0,24.0,4.0,2.0,0.0,0.0,0.0,0.24210526315789474,0.0,1.0,TWO,0.0,,,,,
511,21454,2.0650901991104624,Lars Nootbaar,328.0,6.0,39.0,29.0,2.0,0.0,0.0,0.0,0.0,0.22525597269624573,,,HIT,0.0,,,,,
512,24993,2.0625397992938304,Kody Funderburk,0.0,0.0,0.0,0.0,0.0,51.0,4.0,1.0,44.0,,3.176470588235294,1.2941176470588236,PIT,0.0,,,,,
513,23394,2.0562776643277045,PJ Poulin,0.0,0.0,0.0,0.0,0.0,38.2,3.0,3.0,26.0,,2.827225130890052,1.2827225130890052,PIT,0.0,,,,,
514,30011,2.053497410658015,Christian Encarnacion-Strand,165.0,8.0,18.0,29.0,1.0,0.0,0.0,0.0,0.0,0.2565789473684211,,,HIT,0.0,,,,,
515,31553,2.05004006955508,Mason Fluharty,0.0,0.0,0.0,0.0,0.0,62.0,6.0,1.0,72.0,,4.064516129032258,1.3225806451612903,PIT,0.0,,,,,
516,16512,2.044260875582016,Isiah Kiner-Falefa,178.0,2.0,24.0,17.0,9.0,0.0,0.0,0.0,0.0,0.26993865030674846,,,HIT,0.0,,,,,
517,25180,2.043551291250657,Daniel Schneemann,318.0,7.0,33.0,32.0,7.0,0.0,0.0,0.0,0.0,0.20761245674740483,,,HIT,0.0,,,,,
518,27501,2.0260132573841743,Justin Foscue,211.0,9.0,22.0,28.0,0.0,0.0,0.0,0.0,0.0,0.24479166666666666,,,HIT,0.0,,,,,
519,24574,2.0187967752631573,Eduardo Valencia,104.0,7.0,18.0,23.0,0.0,0.0,0.0,0.0,0.0,0.30526315789473685,,,HIT,0.0,,,,,
520,18403,2.0030082926846893,Enyel De Los Santos,0.0,0.0,0.0,0.0,0.0,71.0,2.0,5.0,68.0,,4.183098591549296,1.1690140845070423,PIT,0.0,,,,,
521,30140,1.9748574540219341,Ty Madden,0.0,0.0,0.0,0.0,0.0,44.0,1.0,0.0,45.0,,2.8636363636363638,1.0909090909090908,PIT,0.0,,,,,
522,30133,1.973128138744071,Brant Hurter,0.0,0.0,0.0,0.0,0.0,32.1,4.0,0.0,24.0,,3.08411214953271,1.1214953271028036,PIT,0.0,,,,,
523,19346,1.958811233614851,Eli White,178.0,6.0,23.0,21.0,6.0,0.0,0.0,0.0,0.0,0.24074074074074073,,,HIT,0.0,,,,,
524,24609,1.949754007274508,Braydon Fisher,0.0,0.0,0.0,0.0,0.0,75.0,4.0,1.0,72.0,,3.72,1.28,PIT,0.0,,,,,
525,17273,1.9488554158006202,Jorge Mateo,155.0,4.0,32.0,13.0,11.0,2.1,0.0,0.0,1.0,0.23943661971830985,4.285714285714286,2.380952380952381,TWO,0.0,,,,,
526,33322,1.934228047651775,Matt Shaw,171.0,5.0,23.0,23.0,5.0,0.0,0.0,0.0,0.0,0.24516129032258063,,,HIT,0.0,,,,,
527,27915,1.9300257958174691,Alejandro Osuna,235.0,1.0,27.0,26.0,5.0,0.0,0.0,0.0,0.0,0.2535211267605634,,,HIT,0.0,,,,,
528,29592,1.9272814252618213,Connor Norby,321.0,6.0,29.0,26.0,8.0,0.0,0.0,0.0,0.0,0.2191780821917808,,,HIT,0.0,,,,,
529,21558,1.925120668174353,Matt Vierling,347.0,6.0,30.0,37.0,5.0,0.0,0.0,0.0,0.0,0.2120253164556962,,,HIT,0.0,,,,,
530,29617,1.9198543772021481,Henry Davis,318.0,10.0,37.0,39.0,3.0,0.0,0.0,0.0,0.0,0.18181818181818182,,,HIT,0.0,,,,,
531,28816,1.9180967727124192,Denzer Guzman,283.0,8.0,25.0,29.0,4.0,0.0,0.0,0.0,0.0,0.22178988326848248,,,HIT,0.0,,,,,
532,16233,1.9136519950512325,Tejay Antone,0.0,0.0,0.0,0.0,0.0,55.0,1.0,2.0,50.0,,3.4363636363636365,1.1272727272727272,PIT,0.0,,,,,
533,11691,1.889384869699033,Tyron Guerrero,0.0,0.0,0.0,0.0,0.0,47.0,1.0,0.0,49.0,,3.0638297872340425,1.1063829787234043,PIT,0.0,,,,,
534,25890,1.8826061091527828,Bryan King,0.0,0.0,0.0,0.0,0.0,63.1,3.0,6.0,53.0,,3.8510301109350236,1.3312202852614896,PIT,0.0,,,,,
535,37122,1.8790051423084497,Sung-Mun Song,189.0,2.0,25.0,21.0,13.0,0.0,0.0,0.0,0.0,0.21637426900584794,,,HIT,0.0,,,,,
536,24978,1.875785260565774,Erik Sabrowski,0.0,0.0,0.0,0.0,0.0,48.1,5.0,0.0,75.0,,3.742203742203742,1.4137214137214136,PIT,0.0,,,,,
537,18655,1.872971578374023,A.J. Minter,0.0,0.0,0.0,0.0,0.0,42.0,2.0,0.0,37.0,,3.0,1.119047619047619,PIT,0.0,,,,,
538,14710,1.8725253525849004,Edwin Díaz,0.0,0.0,0.0,0.0,0.0,27.0,4.0,12.0,39.0,,6.0,1.5925925925925926,PIT,0.0,,,,,
539,20546,1.86400412577028,Grant Anderson,0.0,0.0,0.0,0.0,0.0,60.2,4.0,0.0,53.0,,3.8870431893687707,1.1627906976744184,PIT,0.0,,,,,
540,26517,1.8588050030331162,Noelvi Marte,246.0,8.0,25.0,21.0,9.0,0.0,0.0,0.0,0.0,0.2088888888888889,,,HIT,0.0,9.0,,,,
541,29668,1.8587509174483903,Marcelo Mayer,317.0,5.0,29.0,32.0,4.0,0.0,0.0,0.0,0.0,0.2222222222222222,,,HIT,0.0,,,,,
542,31532,1.84160335592991,Spencer Jones,199.0,8.0,21.0,24.0,6.0,0.0,0.0,0.0,0.0,0.2154696132596685,,,HIT,0.0,,,,,
543,19339,1.8402241180575127,Nicky Lopez,297.0,1.0,27.0,27.0,5.0,1.0,0.0,0.0,1.0,0.26394052044609667,9.0,4.0,TWO,0.0,,,,,
544,28080,1.8398607531007904,Jasson Domínguez,229.0,7.0,23.0,16.0,8.0,0.0,0.0,0.0,0.0,0.23076923076923078,,,HIT,0.0,,,,,
545,29779,1.828140104564302,Max Muncy,231.0,6.0,28.0,26.0,3.0,0.0,0.0,0.0,0.0,0.22380952380952382,,,HIT,0.0,,Producers,4.0,2,-4.0
546,23695,1.8219895096364547,Everson Pereira,178.0,8.0,22.0,22.0,3.0,0.0,0.0,0.0,0.0,0.22981366459627328,,,HIT,0.0,,,,,
547,28020,1.8161596730238299,Jose Fernandez,189.0,3.0,24.0,16.0,7.0,0.0,0.0,0.0,0.0,0.2543352601156069,,,HIT,0.0,,,,,
548,19312,1.80852654740292,Cal Quantrill,0.0,0.0,0.0,0.0,0.0,83.2,5.0,0.0,56.0,,3.894230769230769,1.2139423076923077,PIT,0.0,,,,,
549,9073,1.7932272530358657,Kirby Yates,0.0,0.0,0.0,0.0,0.0,44.1,1.0,3.0,53.0,,3.673469387755102,1.1564625850340136,PIT,0.0,,,,,
550,28199,1.778419713194608,Blaze Jordan,246.0,3.0,22.0,33.0,0.0,0.0,0.0,0.0,0.0,0.24888888888888888,,,HIT,0.0,,,,,
551,35321,1.7741181975790683,Tomoyuki Sugano,0.0,0.0,0.0,0.0,0.0,151.2,14.0,0.0,89.0,,4.642857142857143,1.2962962962962965,PIT,0.0,,,,,
552,30145,1.769404153619798,Dylan Smith,0.0,0.0,0.0,0.0,0.0,40.1,1.0,7.0,42.0,,3.591022443890274,1.346633416458853,PIT,0.0,,,,,
553,19896,1.7635257331234873,Connor Wong,225.0,4.0,22.0,23.0,4.0,0.0,0.0,0.0,0.0,0.24630541871921183,,,HIT,0.0,,,,,
554,18138,1.751575990434169,Ryan Helsley,0.0,0.0,0.0,0.0,0.0,21.1,1.0,8.0,28.0,,3.838862559241706,1.3744075829383886,PIT,0.0,4.0,,,,
555,15905,1.7427280803429233,Luis Torrens,281.0,5.0,33.0,34.0,1.0,2.1,0.0,0.0,0.0,0.23046875,8.571428571428571,1.9047619047619047,TWO,0.0,,,,,
556,30184,1.741282557783879,Noah Cameron,0.0,0.0,0.0,0.0,0.0,169.1,8.0,0.0,153.0,,4.36428149024246,1.2950916617386163,PIT,0.0,,Producers,10.0,2,-10.0
557,21662,1.7298044549364961,Elvis Alvarado,0.0,0.0,0.0,0.0,0.0,53.1,5.0,4.0,64.0,,4.745762711864407,1.2994350282485876,PIT,0.0,,,,,
558,24679,1.7252915688530652,Brendan Donovan,216.0,5.0,20.0,18.0,2.0,0.0,0.0,0.0,0.0,0.26424870466321243,,,HIT,0.0,,,,,
559,27562,1.7058146402796532,Austin Wells,385.0,12.0,36.0,31.0,3.0,0.0,0.0,0.0,0.0,0.1896551724137931,,,HIT,0.0,,,,,
560,26213,1.6945234477067928,Caleb Kilian,0.0,0.0,0.0,0.0,0.0,53.2,4.0,8.0,60.0,,4.906015037593985,1.3533834586466165,PIT,0.0,,,,,
561,19627,1.6884893998958534,Brent Rooker,203.0,10.0,20.0,29.0,2.0,0.0,0.0,0.0,0.0,0.2,,,HIT,0.0,,New York Polar Bears,10.0,F,-10.0
562,15873,1.6855236969768337,Sean Manaea,0.0,0.0,0.0,0.0,0.0,153.2,6.0,0.0,156.0,,4.288511749347259,1.2989556135770235,PIT,0.0,,,,,
563,21842,1.6822219885369574,Carlos Cortes,379.0,10.0,34.0,42.0,2.0,8.0,0.0,0.0,1.0,0.25290697674418605,9.0,2.25,TWO,0.0,,,,,
564,12572,1.6777411686655093,Blake Treinen,0.0,0.0,0.0,0.0,0.0,34.0,5.0,1.0,37.0,,3.7058823529411766,1.3823529411764706,PIT,0.0,,,,,
565,12976,1.6723004567558453,Austin Hedges,236.0,5.0,24.0,23.0,1.0,2.2,0.0,0.0,1.0,0.25821596244131456,8.181818181818182,1.3636363636363635,TWO,0.0,,,,,
566,26664,1.6641082605788602,Yohendrick Piñango,215.0,6.0,15.0,24.0,0.0,0.0,0.0,0.0,0.0,0.2602040816326531,,,HIT,0.0,,,,,
567,31461,1.6499889235612548,Ben Joyce,0.0,0.0,0.0,0.0,0.0,19.0,1.0,5.0,22.0,,3.3157894736842106,1.1578947368421053,PIT,0.0,,,,,
568,26546,1.6490877343862096,Agustín Ramírez,197.0,4.0,22.0,21.0,4.0,0.0,0.0,0.0,0.0,0.24022346368715083,,,HIT,0.0,3.0,,,,
569,17128,1.646202727396725,Ramón Laureano,206.0,7.0,23.0,21.0,7.0,0.0,0.0,0.0,0.0,0.20320855614973263,,,HIT,0.0,3.0,,,,
570,33381,1.6449449330547101,Max Clark,167.0,4.0,22.0,21.0,2.0,0.0,0.0,0.0,0.0,0.25,,,HIT,0.0,,NPB No Stars,20.0,2,-20.0
571,17480,1.6417527317884921,Daniel Duarte,0.0,0.0,0.0,0.0,0.0,33.1,1.0,2.0,28.0,,2.9909365558912384,1.1178247734138973,PIT,0.0,,,,,
572,33280,1.6374139553922242,Brice Matthews,249.0,8.0,26.0,25.0,5.0,0.0,0.0,0.0,0.0,0.19911504424778761,,,HIT,0.0,,,,,
573,10324,1.6313089358576163,Marcell Ozuna,316.0,9.0,26.0,33.0,0.0,0.0,0.0,0.0,0.0,0.20905923344947736,,,HIT,0.0,,,,,
574,13543,1.6308272370539658,Blake Snell,0.0,0.0,0.0,0.0,0.0,43.0,3.0,0.0,58.0,,3.7674418604651163,1.2325581395348837,PIT,0.0,7.0,Producers,7.0,2,-7.0
575,29976,1.6277536340739074,Jordan Lawlar,122.0,3.0,16.0,13.0,7.0,0.0,0.0,0.0,0.0,0.27522935779816515,,,HIT,0.0,,,,,
576,9241,1.6178632224345513,Starling Marte,222.0,3.0,22.0,20.0,4.0,0.0,0.0,0.0,0.0,0.24752475247524752,,,HIT,0.0,,,,,
577,14162,1.614538054309426,Carlos Correa,141.0,3.0,22.0,16.0,1.0,0.0,0.0,0.0,0.0,0.28125,,,HIT,0.0,,,,,
578,27478,1.6107019181779736,Patrick Bailey,358.0,8.0,32.0,34.0,3.0,0.0,0.0,0.0,0.0,0.19692307692307692,,,HIT,0.0,,,,,
579,19392,1.5833407594162827,Zach McKinstry,418.0,6.0,43.0,32.0,3.0,1.0,0.0,0.0,0.0,0.2222222222222222,18.0,5.0,TWO,0.0,,,,,
580,23802,1.5766764071528094,Anthony Seigler,200.0,4.0,25.0,16.0,3.0,0.0,0.0,0.0,0.0,0.24444444444444444,,,HIT,0.0,,,,,
581,22362,1.5712781346795852,Julian Garcia,0.0,0.0,0.0,0.0,0.0,39.0,3.0,1.0,39.0,,3.923076923076923,1.1538461538461537,PIT,0.0,,,,,
582,35121,1.5701377716226528,Joshua Kuroda-Grauer,138.0,1.0,15.0,11.0,2.0,0.0,0.0,0.0,0.0,0.3333333333333333,,,HIT,0.0,,,,,
583,35418,1.5590752969802684,Gage Jump,0.0,0.0,0.0,0.0,0.0,106.2,8.0,0.0,116.0,,4.322033898305085,1.3935969868173257,PIT,0.0,,Producers,10.0,2,-10.0
584,29487,1.5515851346951293,Blake Dunn,155.0,2.0,20.0,7.0,6.0,0.0,0.0,0.0,0.0,0.28368794326241137,,,HIT,0.0,,,,,
585,19877,1.5428779381731368,Tristan Gray,202.0,4.0,17.0,31.0,2.0,0.0,0.0,0.0,0.0,0.22826086956521738,,,HIT,0.0,,,,,
586,11680,1.513685127353373,Elias Díaz,200.0,6.0,18.0,25.0,0.0,0.0,0.0,0.0,0.0,0.23626373626373626,,,HIT,0.0,,,,,
587,33433,1.5118222427335335,George Lombard Jr.,180.0,5.0,23.0,19.0,5.0,0.0,0.0,0.0,0.0,0.2138364779874214,,,HIT,0.0,,The Fighting Phils,20.0,2,-20.0
588,20375,1.5109614744533715,Greg Weissert,0.0,0.0,0.0,0.0,0.0,59.1,4.0,1.0,57.0,,4.111675126903553,1.252115059221658,PIT,0.0,,,,,
589,21224,1.505262524513613,Bailey Ober,0.0,0.0,0.0,0.0,0.0,141.0,9.0,0.0,102.0,,4.595744680851064,1.2411347517730495,PIT,0.0,,,,,
590,35111,1.4913262507169234,Kaelen Culpepper,159.0,5.0,20.0,19.0,3.0,0.0,0.0,0.0,0.0,0.23076923076923078,,,HIT,0.0,,All-Stars,10.0,2,-10.0
591,23985,1.4910526932424357,Osleivis Basabe,124.0,5.0,14.0,18.0,2.0,0.0,0.0,0.0,0.0,0.2631578947368421,,,HIT,0.0,,,,,
592,27647,1.4865088647734126,Anthony Volpe,205.0,1.0,21.0,20.0,7.0,0.0,0.0,0.0,0.0,0.23529411764705882,,,HIT,0.0,,,,,
593,22563,1.4848148135607193,Gabriel Arias,178.0,6.0,17.0,15.0,5.0,0.0,0.0,0.0,0.0,0.2345679012345679,,,HIT,0.0,,,,,
594,18318,1.4756945148292842,Jacob Waguespack,0.0,0.0,0.0,0.0,0.0,40.2,2.0,0.0,30.0,,3.134328358208955,1.1691542288557213,PIT,0.0,,,,,
595,19238,1.4701100539107987,Lourdes Gurriel Jr.,269.0,4.0,20.0,31.0,2.0,0.0,0.0,0.0,0.0,0.22357723577235772,,,HIT,0.0,,,,,
596,27534,1.4653024112551392,Edouard Julien,278.0,3.0,37.0,20.0,5.0,0.0,0.0,0.0,0.0,0.20553359683794467,,,HIT,0.0,,,,,
597,21455,1.4638107620482972,Kris Bubic,0.0,0.0,0.0,0.0,0.0,58.1,4.0,0.0,59.0,,4.027538726333907,1.2564543889845095,PIT,0.0,,,,,
598,16122,1.4503290315242736,Jordan Romano,0.0,0.0,0.0,0.0,0.0,34.2,1.0,16.0,42.0,,5.526315789473684,1.6374269005847952,PIT,0.0,,,,,
599,22754,1.4461589359562428,Gerardo Carrillo,0.0,0.0,0.0,0.0,0.0,25.2,3.0,0.0,24.0,,2.857142857142857,1.2698412698412698,PIT,0.0,,,,,
600,27931,1.4275649326097442,Petey Halpin,170.0,3.0,21.0,11.0,9.0,0.0,0.0,0.0,0.0,0.22580645161290322,,,HIT,0.0,,,,,
601,29539,1.42382256637171,Abimelec Ortiz,140.0,6.0,16.0,18.0,1.0,0.0,0.0,0.0,0.0,0.2440944881889764,,,HIT,0.0,,,,,
602,31701,1.4206503965209503,Blade Tidwell,0.0,0.0,0.0,0.0,0.0,58.2,2.0,1.0,51.0,,3.556701030927835,1.254295532646048,PIT,0.0,,,,,
